entity_id,state,last_changed
sensor.van_central_gray_water_segment_data,"136,140,128,45,14,9,11,7,35",2024-11-15T23:07:28.566Z
sensor.van_central_gray_water_segment_data,"137,141,128,45,14,9,11,9,36",2024-11-15T23:07:43.563Z
sensor.van_central_gray_water_segment_data,"137,140,128,46,14,9,4,7,43",2024-11-15T23:07:58.562Z
sensor.van_central_gray_water_segment_data,"136,140,127,44,14,9,11,7,35",2024-11-15T23:08:13.564Z
sensor.van_central_gray_water_segment_data,"137,141,127,44,14,9,11,9,36",2024-11-15T23:08:28.563Z
sensor.van_central_gray_water_segment_data,"137,141,127,43,14,9,11,9,36",2024-11-15T23:08:43.564Z
sensor.van_central_gray_water_segment_data,"137,140,127,45,14,9,4,7,43",2024-11-15T23:08:58.566Z
sensor.van_central_gray_water_segment_data,"137,141,126,42,14,9,11,9,36",2024-11-15T23:09:13.564Z
sensor.van_central_gray_water_segment_data,"136,140,125,42,12,8,11,7,35",2024-11-15T23:09:28.565Z
sensor.van_central_gray_water_segment_data,"137,140,127,45,14,9,4,9,43",2024-11-15T23:09:43.564Z
sensor.van_central_gray_water_segment_data,"137,140,126,43,14,9,4,7,43",2024-11-15T23:09:58.572Z
sensor.van_central_gray_water_segment_data,"137,141,125,41,14,9,11,9,36",2024-11-15T23:10:13.565Z
sensor.van_central_gray_water_segment_data,"136,140,124,41,12,8,11,7,35",2024-11-15T23:10:28.564Z
sensor.van_central_gray_water_segment_data,"137,141,125,41,12,9,11,9,36",2024-11-15T23:10:43.565Z
sensor.van_central_gray_water_segment_data,"137,140,125,42,12,9,4,7,43",2024-11-15T23:10:58.564Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:00:00.000Z
sensor.van_central_fresh_water_segment_data,"202,221,149,41,17,12,21,20,58",2024-11-15T22:00:00.819Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:00:15.816Z
sensor.van_central_fresh_water_segment_data,"202,221,149,42,17,12,21,20,58",2024-11-15T22:01:00.816Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:01:15.819Z
sensor.van_central_fresh_water_segment_data,"202,221,149,41,17,12,21,20,58",2024-11-15T22:01:30.815Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:01:45.815Z
sensor.van_central_fresh_water_segment_data,"202,221,149,41,17,12,21,20,58",2024-11-15T22:03:30.817Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:03:45.814Z
sensor.van_central_fresh_water_segment_data,"202,221,149,42,17,12,21,20,58",2024-11-15T22:04:15.813Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:04:30.813Z
sensor.van_central_fresh_water_segment_data,"202,221,149,42,17,12,21,20,58",2024-11-15T22:06:45.814Z
sensor.van_central_fresh_water_segment_data,"202,220,149,43,17,12,14,20,64",2024-11-15T22:07:00.812Z
sensor.van_central_fresh_water_segment_data,"202,221,149,42,17,12,21,20,58",2024-11-15T22:07:30.814Z
sensor.van_central_fresh_water_segment_data,"202,221,147,40,17,12,20,20,57",2024-11-15T22:07:45.813Z
sensor.van_central_fresh_water_segment_data,"202,220,159,47,21,16,19,26,73",2024-11-15T22:08:00.811Z
sensor.van_central_fresh_water_segment_data,"202,222,158,47,22,17,27,28,69",2024-11-15T22:08:15.814Z
sensor.van_central_fresh_water_segment_data,"202,220,155,47,21,16,19,26,73",2024-11-15T22:08:30.811Z
sensor.van_central_fresh_water_segment_data,"202,222,156,45,22,16,27,26,69",2024-11-15T22:08:45.811Z
sensor.van_central_fresh_water_segment_data,"202,222,152,43,19,15,25,25,66",2024-11-15T22:09:00.813Z
sensor.van_central_fresh_water_segment_data,"202,222,150,43,19,15,25,25,66",2024-11-15T22:09:15.811Z
sensor.van_central_fresh_water_segment_data,"202,220,150,45,19,15,19,25,71",2024-11-15T22:09:30.810Z
sensor.van_central_fresh_water_segment_data,"202,220,149,44,19,15,19,25,71",2024-11-15T22:09:45.810Z
sensor.van_central_fresh_water_segment_data,"202,222,149,43,19,15,24,25,66",2024-11-15T22:10:00.810Z
sensor.van_central_fresh_water_segment_data,"202,220,146,44,21,16,19,26,73",2024-11-15T22:10:15.813Z
sensor.van_central_fresh_water_segment_data,"202,220,141,42,18,13,17,24,70",2024-11-15T22:10:30.810Z
sensor.van_central_fresh_water_segment_data,"202,222,135,38,18,13,24,24,65",2024-11-15T22:10:45.812Z
sensor.van_central_fresh_water_segment_data,"202,222,128,38,18,15,24,24,65",2024-11-15T22:11:00.812Z
sensor.van_central_fresh_water_segment_data,"202,221,119,34,16,12,23,23,62",2024-11-15T22:11:15.810Z
sensor.van_central_fresh_water_segment_data,"202,222,113,36,18,16,25,26,67",2024-11-15T22:11:30.812Z
sensor.van_central_fresh_water_segment_data,"202,222,104,33,18,15,25,25,67",2024-11-15T22:11:45.809Z
sensor.van_central_fresh_water_segment_data,"202,220,93,29,17,15,24,25,66",2024-11-15T22:12:00.809Z
sensor.van_central_fresh_water_segment_data,"202,217,85,26,16,13,23,24,65",2024-11-15T22:12:15.812Z
sensor.van_central_fresh_water_segment_data,"202,207,72,25,12,9,12,20,64",2024-11-15T22:12:30.811Z
sensor.van_central_fresh_water_segment_data,"202,203,65,19,11,9,19,20,58",2024-11-15T22:12:45.811Z
sensor.van_central_fresh_water_segment_data,"202,199,61,22,11,9,11,19,62",2024-11-15T22:13:00.811Z
sensor.van_central_fresh_water_segment_data,"202,194,56,17,10,8,17,19,56",2024-11-15T22:13:15.809Z
sensor.van_central_fresh_water_segment_data,"202,191,55,16,10,6,17,17,55",2024-11-15T22:13:30.811Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:13:45.809Z
sensor.van_central_fresh_water_segment_data,"202,191,55,20,10,6,9,17,60",2024-11-15T22:14:00.811Z
sensor.van_central_fresh_water_segment_data,"202,191,54,17,10,6,17,17,55",2024-11-15T22:14:15.809Z
sensor.van_central_fresh_water_segment_data,"202,191,55,17,10,6,17,17,55",2024-11-15T22:14:30.806Z
sensor.van_central_fresh_water_segment_data,"202,191,54,16,10,6,17,17,55",2024-11-15T22:14:45.807Z
sensor.van_central_fresh_water_segment_data,"202,191,54,20,10,6,9,17,60",2024-11-15T22:15:00.803Z
sensor.van_central_fresh_water_segment_data,"202,191,54,15,10,6,17,17,55",2024-11-15T22:15:15.804Z
sensor.van_central_fresh_water_segment_data,"202,191,54,16,10,6,17,17,55",2024-11-15T22:15:31.084Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,10,6,17,17,55",2024-11-15T22:15:45.805Z
sensor.van_central_fresh_water_segment_data,"202,191,54,20,10,6,9,17,60",2024-11-15T22:16:00.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:16:15.805Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:16:30.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,11,17,60",2024-11-15T22:16:45.804Z
sensor.van_central_fresh_water_segment_data,"202,191,54,20,10,6,9,17,60",2024-11-15T22:17:00.802Z
sensor.van_central_fresh_water_segment_data,"202,191,54,16,10,6,17,17,55",2024-11-15T22:17:15.804Z
sensor.van_central_fresh_water_segment_data,"202,191,54,17,10,6,17,17,55",2024-11-15T22:17:30.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:18:00.808Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:18:15.803Z
sensor.van_central_fresh_water_segment_data,"202,191,54,16,10,6,17,17,55",2024-11-15T22:18:30.813Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:18:45.804Z
sensor.van_central_fresh_water_segment_data,"202,191,54,16,10,6,17,17,55",2024-11-15T22:19:00.806Z
sensor.van_central_fresh_water_segment_data,"202,191,54,17,10,6,17,17,55",2024-11-15T22:19:30.805Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:20:00.806Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:20:15.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:20:30.804Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:20:45.804Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:21:00.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:21:15.804Z
sensor.van_central_fresh_water_segment_data,"202,190,54,20,10,6,9,17,60",2024-11-15T22:22:00.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,53",2024-11-15T22:22:15.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,8,6,17,17,53",2024-11-15T22:22:30.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:22:45.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,8,6,17,17,55",2024-11-15T22:23:00.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:23:15.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:23:30.800Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:23:45.800Z
sensor.van_central_fresh_water_segment_data,"202,189,54,15,8,6,17,17,53",2024-11-15T22:24:15.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:24:30.800Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:24:45.809Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,53",2024-11-15T22:25:00.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:25:15.810Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,10,6,17,17,55",2024-11-15T22:25:30.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:25:45.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,20,10,6,9,17,60",2024-11-15T22:26:00.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:26:15.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,10,6,17,17,55",2024-11-15T22:26:30.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:26:45.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,17,10,6,17,17,55",2024-11-15T22:27:15.803Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:27:30.809Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,10,6,17,17,55",2024-11-15T22:27:45.805Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:28:00.802Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,10,6,17,17,55",2024-11-15T22:28:15.807Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,53",2024-11-15T22:28:30.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:28:45.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,10,6,9,17,60",2024-11-15T22:29:00.822Z
sensor.van_central_fresh_water_segment_data,"202,190,54,15,8,6,17,17,55",2024-11-15T22:29:15.801Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:29:30.799Z
sensor.van_central_fresh_water_segment_data,"202,190,54,17,10,6,17,17,55",2024-11-15T22:30:30.806Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,55",2024-11-15T22:30:45.806Z
sensor.van_central_fresh_water_segment_data,"202,190,54,16,8,6,17,17,53",2024-11-15T22:31:45.804Z
sensor.van_central_fresh_water_segment_data,unavailable,2024-11-15T22:32:29.957Z
sensor.van_central_fresh_water_segment_data,"202,195,56,17,11,8,19,20,57",2024-11-15T22:33:00.181Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:33:00.315Z
sensor.van_central_fresh_water_segment_data,"202,193,55,20,10,8,9,19,61",2024-11-15T22:33:30.309Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:33:45.311Z
sensor.van_central_fresh_water_segment_data,"202,192,55,17,10,8,17,19,56",2024-11-15T22:34:00.311Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:34:15.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,17,10,8,17,19,56",2024-11-15T22:35:00.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:35:15.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,17,10,8,17,19,56",2024-11-15T22:35:30.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,11,19,61",2024-11-15T22:35:45.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:36:00.312Z
sensor.van_central_fresh_water_segment_data,"202,193,55,20,10,8,9,19,61",2024-11-15T22:36:15.312Z
sensor.van_central_fresh_water_segment_data,"202,192,55,16,10,8,17,19,56",2024-11-15T22:36:30.313Z
sensor.van_central_fresh_water_segment_data,"202,192,55,20,10,8,9,19,61",2024-11-15T22:36:45.313Z
sensor.van_central_fresh_water_segment_data,"202,192,55,17,10,8,17,19,56",2024-11-15T22:37:00.312Z
sensor.van_central_fresh_water_segment_data,"202,190,54,19,8,6,8,15,57",2024-11-15T22:37:15.317Z
sensor.van_central_fresh_water_segment_data,"202,187,52,15,8,5,14,14,51",2024-11-15T22:37:30.317Z
sensor.van_central_fresh_water_segment_data,"202,189,52,16,11,8,19,19,56",2024-11-15T22:37:45.317Z
sensor.van_central_fresh_water_segment_data,"202,180,47,17,7,5,6,12,55",2024-11-15T22:38:00.320Z
sensor.van_central_fresh_water_segment_data,"202,172,42,15,6,4,4,12,53",2024-11-15T22:38:15.317Z
sensor.van_central_fresh_water_segment_data,"202,168,41,16,7,5,8,15,57",2024-11-15T22:38:30.322Z
sensor.van_central_fresh_water_segment_data,"202,159,37,14,5,4,6,12,53",2024-11-15T22:38:45.319Z
sensor.van_central_fresh_water_segment_data,"202,159,37,15,7,5,8,14,56",2024-11-15T22:39:00.318Z
sensor.van_central_fresh_water_segment_data,"202,150,35,13,5,2,4,11,52",2024-11-15T22:39:15.317Z
sensor.van_central_fresh_water_segment_data,"202,150,35,14,6,4,4,12,53",2024-11-15T22:39:30.319Z
sensor.van_central_fresh_water_segment_data,"202,143,32,12,5,2,3,11,51",2024-11-15T22:39:45.317Z
sensor.van_central_fresh_water_segment_data,"202,141,32,9,5,4,12,12,47",2024-11-15T22:40:00.320Z
sensor.van_central_fresh_water_segment_data,"202,133,29,11,3,2,3,9,49",2024-11-15T22:40:15.318Z
sensor.van_central_fresh_water_segment_data,"202,130,28,10,3,1,1,7,47",2024-11-15T22:40:30.318Z
sensor.van_central_fresh_water_segment_data,"202,128,27,7,2,1,9,7,42",2024-11-15T22:40:45.317Z
sensor.van_central_fresh_water_segment_data,"202,128,27,10,2,1,1,7,47",2024-11-15T22:41:00.317Z
sensor.van_central_fresh_water_segment_data,"202,126,26,6,2,1,9,7,40",2024-11-15T22:41:15.318Z
sensor.van_central_fresh_water_segment_data,"202,125,26,6,2,1,9,7,40",2024-11-15T22:41:30.317Z
sensor.van_central_fresh_water_segment_data,"202,125,26,10,2,1,1,7,47",2024-11-15T22:41:45.318Z
sensor.van_central_fresh_water_segment_data,"202,129,27,6,2,1,9,7,42",2024-11-15T22:42:00.319Z
sensor.van_central_fresh_water_segment_data,"202,127,27,6,2,1,9,7,40",2024-11-15T22:42:15.319Z
sensor.van_central_fresh_water_segment_data,"202,126,26,10,2,1,1,7,47",2024-11-15T22:42:30.318Z
sensor.van_central_fresh_water_segment_data,"202,126,26,6,2,1,9,7,40",2024-11-15T22:42:45.317Z
sensor.van_central_fresh_water_segment_data,"202,128,27,7,2,1,9,7,42",2024-11-15T22:43:00.317Z
sensor.van_central_fresh_water_segment_data,"202,127,27,6,2,1,9,7,42",2024-11-15T22:43:15.318Z
sensor.van_central_fresh_water_segment_data,"202,125,26,10,2,1,1,7,46",2024-11-15T22:43:30.323Z
sensor.van_central_fresh_water_segment_data,"202,124,26,10,2,1,1,7,46",2024-11-15T22:43:45.317Z
sensor.van_central_fresh_water_segment_data,"202,126,27,10,2,1,3,7,47",2024-11-15T22:44:00.318Z
sensor.van_central_fresh_water_segment_data,"202,126,26,5,2,1,9,7,40",2024-11-15T22:44:15.317Z
sensor.van_central_fresh_water_segment_data,"202,125,26,6,2,1,9,7,40",2024-11-15T22:44:30.318Z
sensor.van_central_fresh_water_segment_data,"202,124,26,10,2,1,1,7,46",2024-11-15T22:44:45.320Z
sensor.van_central_fresh_water_segment_data,"202,125,26,10,2,1,1,7,46",2024-11-15T22:45:00.318Z
sensor.van_central_fresh_water_segment_data,"202,126,26,10,2,1,1,7,46",2024-11-15T22:45:15.318Z
sensor.van_central_fresh_water_segment_data,"202,125,26,10,2,1,1,7,47",2024-11-15T22:45:30.320Z
sensor.van_central_fresh_water_segment_data,"202,125,26,10,2,1,3,7,47",2024-11-15T22:45:45.320Z
sensor.van_central_fresh_water_segment_data,"202,124,26,6,2,1,9,7,40",2024-11-15T22:46:00.318Z
sensor.van_central_fresh_water_segment_data,"202,126,26,6,2,1,9,7,40",2024-11-15T22:46:15.318Z
sensor.van_central_fresh_water_segment_data,"202,127,27,10,3,1,1,7,47",2024-11-15T22:46:30.318Z
sensor.van_central_fresh_water_segment_data,"202,119,24,5,2,0,9,7,39",2024-11-15T22:46:45.317Z
sensor.van_central_fresh_water_segment_data,"202,113,23,8,1,0,0,6,43",2024-11-15T22:47:00.319Z
sensor.van_central_fresh_water_segment_data,"202,111,22,5,1,0,8,6,38",2024-11-15T22:47:15.318Z
sensor.van_central_fresh_water_segment_data,"202,112,23,8,1,0,0,6,43",2024-11-15T22:47:30.318Z
sensor.van_central_fresh_water_segment_data,"202,112,23,9,1,0,0,6,43",2024-11-15T22:48:00.323Z
sensor.van_central_fresh_water_segment_data,"202,112,23,5,1,0,8,6,38",2024-11-15T22:48:15.317Z
sensor.van_central_fresh_water_segment_data,"201,104,20,7,1,0,0,4,42",2024-11-15T22:48:30.318Z
sensor.van_central_fresh_water_segment_data,"201,96,18,3,0,0,6,4,34",2024-11-15T22:48:45.318Z
sensor.van_central_fresh_water_segment_data,"201,92,17,2,0,0,6,3,33",2024-11-15T22:49:00.318Z
sensor.van_central_fresh_water_segment_data,"200,87,16,2,0,0,6,3,33",2024-11-15T22:49:15.317Z
sensor.van_central_fresh_water_segment_data,"198,82,15,6,0,0,0,3,36",2024-11-15T22:49:30.318Z
sensor.van_central_fresh_water_segment_data,"197,80,15,1,0,0,4,3,30",2024-11-15T22:49:45.316Z
sensor.van_central_fresh_water_segment_data,"195,76,14,5,0,0,0,1,35",2024-11-15T22:50:00.317Z
sensor.van_central_fresh_water_segment_data,"195,74,14,1,0,0,4,1,29",2024-11-15T22:50:15.318Z
sensor.van_central_fresh_water_segment_data,"194,71,13,5,0,0,0,1,34",2024-11-15T22:50:30.317Z
sensor.van_central_fresh_water_segment_data,"192,69,13,1,0,0,4,1,27",2024-11-15T22:50:45.317Z
sensor.van_central_fresh_water_segment_data,"191,67,12,4,0,0,0,0,33",2024-11-15T22:51:00.318Z
sensor.van_central_fresh_water_segment_data,"190,67,12,0,0,0,3,1,27",2024-11-15T22:51:15.317Z
sensor.van_central_fresh_water_segment_data,"189,65,12,4,0,0,0,0,33",2024-11-15T22:51:30.318Z
sensor.van_central_fresh_water_segment_data,"188,64,12,0,0,0,3,0,26",2024-11-15T22:51:45.318Z
sensor.van_central_fresh_water_segment_data,"187,63,12,4,0,0,0,0,31",2024-11-15T22:52:00.319Z
sensor.van_central_fresh_water_segment_data,"186,62,12,0,0,0,3,0,26",2024-11-15T22:52:15.317Z
sensor.van_central_fresh_water_segment_data,"185,61,12,4,0,0,0,0,31",2024-11-15T22:52:30.315Z
sensor.van_central_fresh_water_segment_data,"184,60,12,0,0,0,3,0,25",2024-11-15T22:52:45.317Z
sensor.van_central_fresh_water_segment_data,"183,59,11,3,0,0,0,0,30",2024-11-15T22:53:00.317Z
sensor.van_central_fresh_water_segment_data,"183,59,11,0,0,0,3,0,25",2024-11-15T22:53:15.317Z
sensor.van_central_fresh_water_segment_data,"182,58,11,3,0,0,0,0,30",2024-11-15T22:53:30.318Z
sensor.van_central_fresh_water_segment_data,"182,57,11,0,0,0,3,0,25",2024-11-15T22:53:45.317Z
sensor.van_central_fresh_water_segment_data,"180,57,11,0,0,0,3,0,24",2024-11-15T22:54:00.322Z
sensor.van_central_fresh_water_segment_data,"180,56,11,0,0,0,3,0,24",2024-11-15T22:54:15.317Z
sensor.van_central_fresh_water_segment_data,"179,55,11,3,0,0,0,0,29",2024-11-15T22:54:30.318Z
sensor.van_central_fresh_water_segment_data,"180,56,11,0,0,0,3,0,24",2024-11-15T22:54:45.318Z
sensor.van_central_fresh_water_segment_data,"178,55,11,3,0,0,0,0,29",2024-11-15T22:55:00.322Z
sensor.van_central_fresh_water_segment_data,"178,54,11,3,0,0,0,0,29",2024-11-15T22:55:15.319Z
sensor.van_central_fresh_water_segment_data,"178,54,10,0,0,0,3,0,24",2024-11-15T22:55:45.317Z
sensor.van_central_fresh_water_segment_data,"178,54,10,3,0,0,0,0,29",2024-11-15T22:56:30.318Z
sensor.van_central_fresh_water_segment_data,"177,54,10,0,0,0,3,0,22",2024-11-15T22:56:45.317Z
sensor.van_central_fresh_water_segment_data,"178,54,10,3,0,0,0,0,29",2024-11-15T22:57:00.316Z
sensor.van_central_fresh_water_segment_data,"192,71,13,1,0,0,4,1,27",2024-11-15T22:57:15.317Z
sensor.van_central_fresh_water_segment_data,"202,127,26,9,2,0,0,6,44",2024-11-15T22:57:30.316Z
sensor.van_central_fresh_water_segment_data,"202,165,39,10,5,4,12,11,46",2024-11-15T22:57:45.316Z
sensor.van_central_fresh_water_segment_data,"202,198,62,21,10,6,9,17,58",2024-11-15T22:58:00.317Z
sensor.van_central_fresh_water_segment_data,"202,216,107,29,15,11,21,21,60",2024-11-15T22:58:15.317Z
sensor.van_central_fresh_water_segment_data,"202,220,156,47,21,15,19,25,71",2024-11-15T22:58:30.317Z
sensor.van_central_fresh_water_segment_data,"202,222,200,64,26,19,28,29,71",2024-11-15T22:58:45.318Z
sensor.van_central_fresh_water_segment_data,"202,220,229,96,34,23,25,32,80",2024-11-15T22:59:00.316Z
sensor.van_central_fresh_water_segment_data,"202,220,230,151,47,27,28,34,83",2024-11-15T22:59:15.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,202,62,32,32,37,87",2024-11-15T22:59:30.317Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,84,39,41,39,84",2024-11-15T22:59:45.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,130,48,38,42,92",2024-11-15T23:00:00.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,197,64,49,45,89",2024-11-15T23:00:15.318Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,80,54,47,92",2024-11-15T23:00:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,112,62,51,96",2024-11-15T23:00:45.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,166,71,55,102",2024-11-15T23:01:00.319Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,228,89,59,106",2024-11-15T23:01:15.319Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,110,65,110",2024-11-15T23:01:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,152,74,111",2024-11-15T23:01:45.318Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,222,89,122",2024-11-15T23:02:00.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,104,124",2024-11-15T23:02:15.325Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,128,136",2024-11-15T23:02:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,182,145",2024-11-15T23:02:45.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,165",2024-11-15T23:03:00.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,198",2024-11-15T23:03:15.316Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:03:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:03:45.324Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:04:00.318Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:04:15.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:04:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:04:45.316Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:05:00.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:05:15.315Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:05:30.316Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:05:45.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:07:00.320Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:07:15.317Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:09:00.325Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:09:45.321Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:10:00.320Z
sensor.van_central_fresh_water_segment_data,"202,222,230,242,243,243,243,243,243",2024-11-15T23:10:30.320Z
sensor.van_central_fresh_water_segment_data,"202,220,230,243,243,243,243,243,243",2024-11-15T23:10:45.320Z
